ID,Date,Attack,Target Class,Attack Class,Country,Initial Access
7657,04/02/2021,CVE-2021-21148 Vulnerability,Y Multiple Industries,N/A,>1,N/A
7658,04/02/2021,Unknown,K Financial and insurance activities,CC,MY,N/A
7659,04/02/2021,Malicious Chrome extension,Z Unknown,CC,N/A,N/A
7660,04/02/2021,Malicious Chrome extension,X Individual,CC,>1,N/A
7661,04/02/2021,Malware,Y Multiple Industries,CC,>1,N/A
7662,04/02/2021,Defacement,S Other service activities,H,US,N/A
7663,04/02/2021,Malware,R Arts entertainment and recreation,CC,FR,N/A
7664,05/02/2021,Cloud Account Takeover,X Individual,CC,MX,N/A
7665,05/02/2021,Cloud Account Takeover,Y Multiple Industries,CC,>1,N/A
7666,05/02/2021,Malware,X Individual,CC,>1,N/A
7667,05/02/2021,Credential Stuffing,R Arts entertainment and recreation,CC,SE,N/A
7668,05/02/2021,Account Takeover,M Professional scientific and technical activities,CC,US,N/A
7669,05/02/2021,Account Takeover,Z Unknown,CC,N/A,N/A
7670,05/02/2021,Account Takeover,Q Human health and social work activities,CC,US,N/A
7671,05/02/2021,Unknown,J Information and communication,CC,DE,N/A
7672,05/02/2021,Zoom bombing,P Education,CC,US,N/A
7673,05/02/2021,Malware,M Professional scientific and technical activities,CC,CA,N/A
7674,05/02/2021,Malware,K Financial and insurance activities,CC,FR,N/A
7675,06/02/2021,Unknown,G Wholesale and retail trade,CC,MY,N/A
7676,06/02/2021,Malware,M Professional scientific and technical activities,CC,FR,N/A
7677,07/02/2021,Account Takeover,Y Multiple Industries,CC,>1,N/A
7678,07/02/2021,DNS Hijacking,J Information and communication,H,LK,N/A
7679,08/02/2021,Targeted Attack,X Individual,CE,IR,N/A
7680,08/02/2021,Account Takeover via Teamviewer,"E Water supply, sewerage waste management, and remediation activities",CC,US,N/A
7681,08/02/2021,Unknown,V Fintech,CC,N/A,N/A
7682,08/02/2021,Business Email Compromise,Q Human health and social work activities,CC,AU,N/A
7683,08/02/2021,Targeted Attack,Y Multiple Industries,CE,>1,N/A
7684,08/02/2021,Malware,P Education,CC,US,N/A
7685,08/02/2021,Unknown,K Financial and insurance activities,CC,US/CA,N/A
7686,09/02/2021,Malware,R Arts entertainment and recreation,CC,PL,N/A
7687,09/02/2021,Targeted Attack,"O Public administration and defence, compulsory social security",CE,>1,N/A
7688,09/02/2021,CVE-2021-21017 Vulnerability,Z Unknown,N/A,>1,N/A
7689,09/02/2021,"CVE-2021-24067, 2021-24068 , CVE-2021-24069, CVE-2021-24070, CVE-2021-1732 vulnerabilities",Z Unknown,N/A,>1,N/A
7690,09/02/2021,Unknown,J Information and communication,CC,US,N/A
7691,09/02/2021,Unknown,J Information and communication,CC,UK,N/A
7692,09/02/2021,Unknown,J Information and communication,CC,UK,N/A
7693,09/02/2021,SEO Spam,S Other service activities,CC,N/A,N/A
7694,09/02/2021,SPAM,S Other service activities,CC,US,N/A
7695,09/02/2021,Malware,X Individual,CC,>1,N/A
7696,09/02/2021,Malware,Y Multiple Industries,CE,BD,N/A
7697,09/02/2021,Accellion Vulnerability,P Education,CC,US,N/A
7698,09/02/2021,Unknown,Q Human health and social work activities,CC,FR,N/A
7699,10/02/2021,Targeted Attack,Y Multiple Industries,CE,>1,N/A
7700,10/02/2021,Malware,K Financial and insurance activities,CC,FR,N/A
7701,10/02/2021,Account Takeover,K Financial and insurance activities,CC,US,N/A
7702,10/02/2021,Account Takeover,P Education,CC,US,N/A
7703,10/02/2021,Malware,L Real estate activities,CC,CA,N/A
7704,10/02/2021,Zoom bombing,P Education,CC,UK,N/A
7705,10/02/2021,Malware,X Individual,CC,CN,N/A
7706,11/02/2021,Unknown,J Information and communication,CC,BR,N/A
7707,11/02/2021,Unknown,J Information and communication,CC,BR,N/A
7708,11/02/2021,Accellion Vulnerability,J Information and communication,CC,SG,N/A
7709,11/02/2021,Unknown,Z Unknown,CC,MY,N/A
7710,11/02/2021,Accellion Vulnerability,Q Human health and social work activities,CC,AU,N/A
7711,11/02/2021,Web shells,Y Multiple Industries,N/A,>1,N/A
7712,11/02/2021,Malware,X Individual,CC,>1,N/A
7713,11/02/2021,Unknown,"O Public administration and defence, compulsory social security",CC,US,N/A
7714,11/02/2021,Unknown,H Transportation and storage,CC,US,N/A
7715,11/02/2021,Unknown,H Transportation and storage,CC,FR,N/A
7716,12/02/2021,Malware,Y Multiple Industries,CC,>1,N/A
7717,12/02/2021,Account Takeover,S Other service activities,CC,US,N/A
7718,12/02/2021,Malware,K Financial and insurance activities,CC,PT,N/A
7719,12/02/2021,Malware,C Manufacturing,CC,FR,N/A
7720,12/02/2021,Unknown,"O Public administration and defence, compulsory social security",CC,BE,N/A
7721,12/02/2021,Malware,P Education,CC,US,N/A
7722,12/02/2021,Vulnerability,Q Human health and social work activities,CC,CA,N/A
7723,12/02/2021,Malware,Q Human health and social work activities,CC,US,N/A
7724,13/02/2021,Malware,H Transportation and storage,CC,CA,N/A
7725,13/02/2021,Unknown,V Fintech,CC,N/A,N/A
7726,14/02/2021,Malware,M Professional scientific and technical activities,CC,IL,N/A
7727,14/02/2021,Malware,X Individual,CC,US,N/A
7728,14/02/2021,Unknown,Q Human health and social work activities,CC,FR,N/A
7729,14/02/2021,Unknown,N Administrative and support service activities,CC,FR,N/A
7730,14/02/2021,Unknown,Y Multiple Industries,CC,CA,N/A
7731,14/02/2021,Zoom bombing,P Education,CC,UK,N/A
7732,15/02/2021,Targeted Attack,Y Multiple Industries,CE,FR,N/A
7733,15/02/2021,Account Takeover,Y Multiple Industries,>1,>1,N/A
7734,15/02/2021,Malware,Q Human health and social work activities,CC,DE,N/A
7735,15/02/2021,Malware,Q Human health and social work activities,CC,FR,N/A
7736,15/02/2021,Unknown,"O Public administration and defence, compulsory social security",CC,NL,N/A
7737,15/02/2021,Malware,Q Human health and social work activities,CC,US,N/A
7738,15/02/2021,Unknown,J Information and communication,CC,UK,N/A
7739,15/02/2021,Malware,M Professional scientific and technical activities,CC,FR,N/A
7740,15/02/2021,Unknown,M Professional scientific and technical activities,CC,US,N/A
7741,16/02/2021,Targeted Attack,M Professional scientific and technical activities,CE,US,N/A
7742,16/02/2021,Malware,C Manufacturing,CC,US,N/A
7743,16/02/2021,Malware,C Manufacturing,CC,US,N/A
7744,16/02/2021,Malware,Q Human health and social work activities,CC,IT,N/A
7745,16/02/2021,Malware,Q Human health and social work activities,CC,BR,N/A
7746,16/02/2021,Malware,M Professional scientific and technical activities,CC,IT,N/A
7747,16/02/2021,Malvertising,X Individual,CC,>1,N/A
7748,16/02/2021,Malware,Y Multiple Industries,CC,>1,N/A
7749,16/02/2021,Unknown,H Transportation and storage,CC,IN,N/A
7750,16/02/2021,Fake Websites/Social Network accounts,X Individual,CW,>1,N/A
7751,16/02/2021,Fake Websites/Social Network accounts,X Individual,CW,>1,N/A
7752,16/02/2021,Fake Websites/Social Network accounts,X Individual,CW,DZ,N/A
7753,16/02/2021,Fake Websites/Social Network accounts,X Individual,CW,EU,N/A
7754,16/02/2021,Unknown,P Education,CC,CA,N/A
7755,16/02/2021,Malware,S Other service activities,CC,TR,N/A
7756,16/02/2021,Vulnerability,K Financial and insurance activities,CC,US,N/A
7757,17/02/2021,Malware,V Fintech,CC,US,N/A
7758,17/02/2021,Malware,X Individual,CC,>1,N/A
7759,17/02/2021,Multiple vulnerabilities,Y Multiple Industries,CC,>1,N/A
7760,17/02/2021,Malware,M Professional scientific and technical activities,CC,FR,N/A
7761,17/02/2021,Unknown,H Transportation and storage,CC,LT,N/A
7762,17/02/2021,Account Takeover,X Individual,CC,>1,N/A
7763,17/02/2021,Malware,P Education,CC,US,N/A
7764,17/02/2021,Unknown,P Education,CC,NL,N/A
7765,17/02/2021,Account Takeover,P Education,CC,US,N/A
7766,17/02/2021,Malware,C Manufacturing,CC,US,N/A
7767,17/02/2021,Account Takeover,P Education,CC,US,N/A
7768,17/02/2021,Unknown,Q Human health and social work activities,CC,US,N/A
7769,18/02/2021,Vulnerability,M Professional scientific and technical activities,CC,US,N/A
7770,18/02/2021,Account Takeover,Q Human health and social work activities,CC,US,N/A
7771,18/02/2021,Malicious Script Injection,G Wholesale and retail trade,CC,>1,N/A
7772,18/02/2021,Malware,K Financial and insurance activities,CC,US,N/A
7773,18/02/2021,Credential Stuffing,U Activities of extraterritorial organizations and bodies,CC,N/A,N/A
7774,18/02/2021,Malware,Q Human health and social work activities,CC,US,N/A
7775,18/02/2021,Vulnerability,G Wholesale and retail trade,CC,US,N/A
7776,18/02/2021,Unknown,P Education,CC,CA,N/A
7777,18/02/2021,Malware,X Individual,CC,>1,N/A
7778,18/02/2021,Account Takeover,P Education,CC,AU,N/A
7779,18/02/2021,DDoS,"O Public administration and defence, compulsory social security",H,MM,N/A
7780,18/02/2021,Unknown,V Fintech,CC,NZ,N/A
7781,18/02/2021,Unknown,Q Human health and social work activities,CC,FR,N/A
7782,18/02/2021,Account Takeover,Q Human health and social work activities,CC,US,N/A
7783,18/02/2021,Account Takeover,Q Human health and social work activities,CC,US,N/A
7784,19/02/2021,Malware,M Professional scientific and technical activities,CC,US,N/A
7785,19/02/2021,Account Takeover,Y Multiple Industries,CC,>1,N/A
7786,19/02/2021,Unknown,R Arts entertainment and recreation,CC,FR,N/A
7787,19/02/2021,Unknown,X Individual,CC,FR,N/A
7788,19/02/2021,Malware,"O Public administration and defence, compulsory social security",CC,US,N/A
7789,19/02/2021,Malware,S Other service activities,CC,FR,N/A
7790,19/02/2021,Malware,C Manufacturing,CC,FR,N/A
7791,19/02/2021,Targeted Attack,Z Unknown,CE,N/A,N/A
7792,20/02/2021,Targeted Attack,Y Multiple Industries,CC,>1,N/A
7793,20/02/2021,Unknown,N Administrative and support service activities,CC,UK,N/A
7794,20/02/2021,Account Takeover,X Individual,CC,UK,N/A
7795,20/02/2021,Unknown,V Fintech,CC,PH,N/A
7796,21/02/2021,Malware,X Individual,CC,>1,N/A
7797,21/02/2021,Malware,P Education,CC,US,N/A
7798,21/02/2021,Unknown,Q Human health and social work activities,CC,US,N/A
7799,22/02/2021,DDoS,"O Public administration and defence, compulsory social security",CC,UA,N/A
7800,22/02/2021,DDoS,Y Multiple Industries,CC,>1,N/A
7801,22/02/2021,Malware,"O Public administration and defence, compulsory social security",CC,FR,N/A
7802,22/02/2021,Account Takeover,K Financial and insurance activities,CC,US,N/A
7803,22/02/2021,Unknown,H Transportation and storage,CC,FR,N/A
7804,22/02/2021,Account Takeover,Z Unknown,CC,UK,N/A
7805,22/02/2021,Vulnerability,N Administrative and support service activities,CC,US,N/A
7806,22/02/2021,Vulnerability,C Manufacturing,CC,US,N/A
7807,23/02/2021,Malware,M Professional scientific and technical activities,CC,FI,N/A
7808,23/02/2021,Targeted Attack,X Individual,CE,VN,N/A
7809,23/02/2021,Vulnerability,C Manufacturing,CC,CA,N/A
7810,23/02/2021,Vulnerability,"O Public administration and defence, compulsory social security",CC,AU,N/A
7811,23/02/2021,Vulnerability,Q Human health and social work activities,CC,AU,N/A
7812,23/02/2021,CVE-2015-1427 and CVE-2019-9082 vulnerabilities,Y Multiple Industries,CC,>1,N/A
7813,23/02/2021,Targeted Attack,"O Public administration and defence, compulsory social security",CE,UA,N/A
7814,23/02/2021,Fake Websites/Social Network accounts,"O Public administration and defence, compulsory social security",CW,US,N/A
7815,23/02/2021,Fake Websites/Social Network accounts,"O Public administration and defence, compulsory social security",CW,AZ,N/A
7816,23/02/2021,Fake Websites/Social Network accounts,"O Public administration and defence, compulsory social security",CW,>1,N/A
7817,23/02/2021,Fake Websites/Social Network accounts,"O Public administration and defence, compulsory social security",CW,>1,N/A
7818,23/02/2021,Account Takeover,Z Unknown,CC,N/A,N/A
7819,23/02/2021,Account Takeover,Z Unknown,CC,N/A,N/A
7820,23/02/2021,Zoom bombing,P Education,CC,US,N/A
7821,23/02/2021,Unknown,"O Public administration and defence, compulsory social security",CC,AO,N/A
7822,23/02/2021,Malware,"O Public administration and defence, compulsory social security",CC,US,N/A
7823,23/02/2021,Account Takeover,Q Human health and social work activities,CC,US,N/A
7824,23/02/2021,Unknown,Q Human health and social work activities,CC,US,N/A
7825,23/02/2021,Malware,X Individual,CC,>1,N/A
7826,24/02/2021,Targeted Attack,H Transportation and storage,CE,>1,N/A
7827,24/02/2021,Vulnerability,"O Public administration and defence, compulsory social security",CC,UA,N/A
7828,24/02/2021,CVE-2021-21972 Vulnerability,Y Multiple Industries,CC,>1,N/A
7829,24/02/2021,Vulnerability,Y Multiple Industries,CC,>1,N/A
7830,24/02/2021,Targeted Attack,D Electricity gas steam and air conditioning supply,CW,AZ,N/A
7831,24/02/2021,Targeted Attack,D Electricity gas steam and air conditioning supply,CE,US,N/A
7832,24/02/2021,Targeted Attack,D Electricity gas steam and air conditioning supply,CE,>1,N/A
7833,24/02/2021,Targeted Attack,C Manufacturing,CE,>1,N/A
7834,24/02/2021,Malware,K Financial and insurance activities,CC,>1,N/A
7835,24/02/2021,Account Takeover,Q Human health and social work activities,CC,US,N/A
7836,24/02/2021,Account Takeover,Q Human health and social work activities,CC,US,N/A
7837,24/02/2021,DDoS,"O Public administration and defence, compulsory social security",CC,US,N/A
7838,24/02/2021,Unknown,S Other service activities,CC,NL,N/A
7839,24/02/2021,Malware,N Administrative and support service activities,CC,FR,N/A
7840,24/02/2021,Account Takeover,Q Human health and social work activities,CC,US,N/A
7841,24/02/2021,Misconfiguration,P Education,CC,US,N/A
7842,24/02/2021,Unknown,P Education,CC,US,N/A
7843,25/02/2021,Targeted Attack,C Manufacturing,CE,>1,N/A
7844,25/02/2021,Targeted Attack,"O Public administration and defence, compulsory social security",CE,-,N/A
7845,25/02/2021,Unknown,P Education,CC,UK,N/A
7846,25/02/2021,Unknown,M Professional scientific and technical activities,CC,MY,N/A
7847,25/02/2021,Business Email Compromise,K Financial and insurance activities,CC,US,N/A
7848,25/02/2021,Malware,"O Public administration and defence, compulsory social security",CC,US,N/A
7849,25/02/2021,Account Takeover,Q Human health and social work activities,CC,US,N/A
7850,25/02/2021,Unknown,Q Human health and social work activities,CC,US,N/A
7851,25/02/2021,Account Takeover,Q Human health and social work activities,CC,US,N/A
7852,25/02/2021,Malware,I Accommodation and food service activities,CC,DE,N/A
7853,25/02/2021,Vulnerability,Q Human health and social work activities,CC,US,N/A
7854,25/02/2021,Malware,P Education,CC,US,N/A
7855,26/02/2021,Misconfiguration,M Professional scientific and technical activities,CC,PK,N/A
7856,26/02/2021,Misconfiguration,M Professional scientific and technical activities,CC,N/A,N/A
7857,26/02/2021,Misconfiguration,M Professional scientific and technical activities,CC,N/A,N/A
7858,26/02/2021,Malware,Y Multiple Industries,CC,>1,N/A
7859,26/02/2021,Malware,"O Public administration and defence, compulsory social security",CC,EC,N/A
7860,26/02/2021,Malware,K Financial and insurance activities,CC,EC,N/A
7861,26/02/2021,SIM swap,J Information and communication,CC,US,N/A
7862,26/02/2021,Credential Stuffing,D Electricity gas steam and air conditioning supply,CC,UK,N/A
7863,26/02/2021,Account Takeover,X Individual,CC,>1,N/A
7864,26/02/2021,Unknown,N Administrative and support service activities,CC,FR,N/A
7865,26/02/2021,Unknown,N Administrative and support service activities,CC,FR,N/A
7866,26/02/2021,Account Takeover,Q Human health and social work activities,CC,US,N/A
7867,26/02/2021,Malware,R Arts entertainment and recreation,CC,US,N/A
7868,26/02/2021,Account Takeover,Q Human health and social work activities,CC,US,N/A
7869,26/02/2021,Malware,P Education,CC,NL,N/A
7870,26/02/2021,Account Takeover,X Individual,CC,EU,N/A
7871,26/02/2021,Vulnerability,Q Human health and social work activities,CC,US,N/A
7872,26/02/2021,Malware,Q Human health and social work activities,CC,US,N/A
7873,27/02/2021,Evil Contract,V Fintech,CC,N/A,N/A
7874,27/02/2021,Unknown,J Information and communication,CC,IN,N/A
7875,27/02/2021,Malware,Q Human health and social work activities,CC,US,N/A
7876,28/02/2021,Targeted Attack,D Electricity gas steam and air conditioning supply,CW,IN,N/A
7877,28/02/2021,SQLi,S Other service activities,H,US,N/A
7878,28/02/2021,Unknown,I Accommodation and food service activities,CC,FR,N/A
7879,28/02/2021,Account Takeover,X Individual,CC,US,N/A
7880,28/02/2021,Unknown,"O Public administration and defence, compulsory social security",CC,US,N/A
7881,01/03/2021,Targeted Attack,M Professional scientific and technical activities,CE,IN,N/A
7882,01/03/2021,Targeted Attack,M Professional scientific and technical activities,CE,IN,N/A
7883,01/03/2021,Misconfiguration,R Arts entertainment and recreation,CC,NL,N/A
7884,01/03/2021,Malware,K Financial and insurance activities,CC,>1,N/A
7885,01/03/2021,Malware,Y Multiple Industries,CC,>1,N/A
7886,01/03/2021,Account Takeover,K Financial and insurance activities,CC,>1,N/A
7887,01/03/2021,Account Takeover,X Individual,CC,US,N/A
7888,01/03/2021,Malware,C Manufacturing,CC,IT,N/A
7889,02/03/2021,Malware,N Administrative and support service activities,CC,US,N/A
7890,02/03/2021,"CVE-2021-26855, CVE-2021-26857, CVE-2021-26858, 
CVE-2021-27065 Vulnerabilities",Y Multiple Industries,CE,US,N/A
7891,02/03/2021,CVE-2021-21166 Vulnerability,Z Unknown,N/A,N/A,N/A
7892,02/03/2021,Vulnerability,H Transportation and storage,CC,US,N/A
7893,02/03/2021,Malware,K Financial and insurance activities,CC,IT,N/A
7894,02/03/2021,Malware,Y Multiple Industries,CE,>1,N/A
7895,02/03/2021,Malware,N Administrative and support service activities,CC,US,N/A
7896,02/03/2021,Unknown,P Education,CC,US,N/A
7897,02/03/2021,Unknown,Q Human health and social work activities,CC,TR,N/A
7898,02/03/2021,Malware,K Financial and insurance activities,CC,MX,N/A
7899,03/03/2021,Vulnerability,M Professional scientific and technical activities,CC,FR,N/A
7900,03/03/2021,Malware,M Professional scientific and technical activities,CC,US,N/A
7901,03/03/2021,Business Email Compromise,K Financial and insurance activities,CC,>1,N/A
7902,03/03/2021,Unknown,P Education,CC,UK,N/A
7903,03/03/2021,Malware,Y Multiple Industries,CC,RU,N/A
7904,03/03/2021,Malware,M Professional scientific and technical activities,CC,CA,N/A
7905,03/03/2021,Malware,P Education,CC,US,N/A
7906,03/03/2021,Malware,Q Human health and social work activities,CC,US,N/A
7907,03/03/2021,Misconfiguration,S Other service activities,H,US,N/A
7908,03/03/2021,Unknown,P Education,CC,US,N/A
7909,03/03/2021,Malware,Y Multiple Industries,CC,>1,N/A
7910,04/03/2021,Unknown,M Professional scientific and technical activities,CC,CH,N/A
7911,04/03/2021,Vulnerability,P Education,CC,US,N/A
7912,04/03/2021,Account Takeover,Y Multiple Industries,CC,>1,N/A
7913,04/03/2021,Unknown,S Other service activities,CC,RU,N/A
7914,04/03/2021,Unknown,S Other service activities,CC,RU,N/A
7915,04/03/2021,Unknown,S Other service activities,CC,RU,N/A
7916,04/03/2021,Unknown,S Other service activities,CC,RU,N/A
7917,04/03/2021,Account Takeover,K Financial and insurance activities,CC,US,N/A
7918,04/03/2021,Malware,X Individual,CC,>1,N/A
7919,04/03/2021,Malware,Y Multiple Industries,CC,>1,N/A
7920,04/03/2021,Malware,Y Multiple Industries,CC,>1,N/A
7921,04/03/2021,Misconfiguration,N Administrative and support service activities,CC,>1,N/A
7922,04/03/2021,Misconfiguration,M Professional scientific and technical activities,CC,US,N/A
7923,04/03/2021,Targeted Attack,Y Multiple Industries,CC,>1,N/A
7924,04/03/2021,Multiple vulnerabilities,Y Multiple Industries,CC,>1,N/A
7925,04/03/2021,Unknown,H Transportation and storage,CC,BR,N/A
7926,04/03/2021,Account Takeover,Q Human health and social work activities,CC,US,N/A
7927,04/03/2021,Account Takeover,Q Human health and social work activities,CC,US,N/A
7928,04/03/2021,Malware,Q Human health and social work activities,CC,US,N/A
7929,05/03/2021,CVE-2020-2506 and CVE-2020-2507 vulnerabilities,Y Multiple Industries,CC,>1,N/A
7930,05/03/2021,Unknown,R Arts entertainment and recreation,CC,UK,N/A
7931,05/03/2021,Unknown,P Education,CC,UK,N/A
7932,05/03/2021,Account Takeover,X Individual,CC,US,N/A
7933,05/03/2021,Account Takeover,Y Multiple Industries,CC,>1,N/A
7934,05/03/2021,Malware,K Financial and insurance activities,CC,ES,N/A
7935,05/03/2021,Malware,N Administrative and support service activities,CC,JP,N/A
7936,05/03/2021,Unknown,N Administrative and support service activities,CC,BR,N/A
7937,05/03/2021,Unknown,"O Public administration and defence, compulsory social security",N/A,CZ,N/A
7938,05/03/2021,Unknown,Q Human health and social work activities,CC,US,N/A
7939,05/03/2021,Malware,H Transportation and storage,CC,US,N/A
7940,05/03/2021,Unknown,"O Public administration and defence, compulsory social security",N/A,UK,N/A
7941,05/03/2021,Unknown,P Education,CC,US,N/A
7942,05/03/2021,Malware,Q Human health and social work activities,CC,US,N/A
7943,05/03/2021,Targeted Attack,Y Multiple Industries,CE,>1,N/A
7944,05/03/2021,Malware,X Individual,CC,>1,N/A
7945,06/03/2021,Defacement,N Administrative and support service activities,CC,US,N/A
7946,06/03/2021,Malware,Y Multiple Industries,CC,>1,N/A
7947,07/03/2021,"CVE-2021-26855, CVE-2021-26857, CVE-2021-26858, 
CVE-2021-27065 Vulnerabilities","O Public administration and defence, compulsory social security",CE,EU,N/A
7948,07/03/2021,Malware,P Education,CC,UK,N/A
7949,07/03/2021,Account Takeover,P Education,CC,US,N/A
7950,07/03/2021,Malware,M Professional scientific and technical activities,CC,DE,N/A
7951,08/03/2021,Vulnerability,K Financial and insurance activities,CC,US,N/A
7952,08/03/2021,Malware,Y Multiple Industries,H,>1,N/A
7953,08/03/2021,CVE-2015-1427 vulnerability,Y Multiple Industries,CC,>1,N/A
7954,08/03/2021,Wordpress plugin vulnerability (CVE-2021-24175),Y Multiple Industries,CC,>1,N/A
7955,08/03/2021,Malware,Q Human health and social work activities,CC,FR,N/A
7956,08/03/2021,Malware,K Financial and insurance activities,CC,US,N/A
7957,08/03/2021,Unknown,P Education,CC,US,N/A
7958,08/03/2021,Account Takeover,C Manufacturing,CC,US,N/A
7959,09/03/2021,"CVE-2021-26855, CVE-2021-26857, CVE-2021-26858, 
CVE-2021-27065 Vulnerabilities",Y Multiple Industries,CE,US,N/A
7960,09/03/2021,Malware,"O Public administration and defence, compulsory social security",CC,ES,N/A
7961,09/03/2021,Misconfiguration,C Manufacturing,H,US,N/A
7962,09/03/2021,Account Takeover,X Individual,CC,US,N/A
7963,09/03/2021,Vulnerability,V Fintech,CCC,N/A,N/A
7964,09/03/2021,Malware,X Individual,CC,>1,N/A
7965,09/03/2021,Account Takeover,R Arts entertainment and recreation,CC,KR,N/A
7966,09/03/2021,Unknown,S Other service activities,CC,US,N/A
7967,09/03/2021,Malware,"O Public administration and defence, compulsory social security",CC,FR,N/A
7968,09/03/2021,Account Takeover,H Transportation and storage,CC,CN,N/A
7969,09/03/2021,Unknown,Q Human health and social work activities,CC,US,N/A
7970,10/03/2021,"CVE-2021-26855, CVE-2021-26857, CVE-2021-26858, 
CVE-2021-27065 Vulnerabilities","O Public administration and defence, compulsory social security",CE,NO,N/A
7971,10/03/2021,"CVE-2021-26855, CVE-2021-26857, CVE-2021-26858, 
CVE-2021-27065 Vulnerabilities",M Professional scientific and technical activities,CE,N/A,N/A
7972,10/03/2021,"CVE-2021-26855, CVE-2021-26857, CVE-2021-26858, 
CVE-2021-27065 Vulnerabilities","O Public administration and defence, compulsory social security",CE,N/A,N/A
7973,10/03/2021,"CVE-2021-26855, CVE-2021-26857, CVE-2021-26858, 
CVE-2021-27065 Vulnerabilities","O Public administration and defence, compulsory social security",CE,>1,N/A
7974,10/03/2021,"CVE-2021-26855, CVE-2021-26857, CVE-2021-26858, 
CVE-2021-27065 Vulnerabilities",Y Multiple Industries,CE,>1,N/A
7975,10/03/2021,"CVE-2021-26855, CVE-2021-26857, CVE-2021-26858, 
CVE-2021-27065 Vulnerabilities",Y Multiple Industries,CE,N/A,N/A
7976,10/03/2021,"CVE-2021-26855, CVE-2021-26857, CVE-2021-26858, 
CVE-2021-27065 Vulnerabilities",Y Multiple Industries,CE,N/A,N/A
7977,10/03/2021,"CVE-2021-26855, CVE-2021-26857, CVE-2021-26858, 
CVE-2021-27065 Vulnerabilities",Y Multiple Industries,CE,N/A,N/A
7978,10/03/2021,"CVE-2021-26855, CVE-2021-26857, CVE-2021-26858, 
CVE-2021-27065 Vulnerabilities",Y Multiple Industries,CE,>1,N/A
7979,10/03/2021,"CVE-2021-26855, CVE-2021-26857, CVE-2021-26858, 
CVE-2021-27065 Vulnerabilities",Y Multiple Industries,CE,>1,N/A
7980,10/03/2021,"CVE-2021-26855, CVE-2021-26857, CVE-2021-26858, 
CVE-2021-27065 Vulnerabilities",D Electricity gas steam and air conditioning supply,CE,N/A,N/A
7981,10/03/2021,"CVE-2021-26855, CVE-2021-26857, CVE-2021-26858, 
CVE-2021-27065 Vulnerabilities",Y Multiple Industries,CC,>1,N/A
7982,10/03/2021,Malware,Y Multiple Industries,CE,>1,N/A
7983,10/03/2021,Malware,Y Multiple Industries,CC,>1,N/A
7984,10/03/2021,Malicious Script Injection,G Wholesale and retail trade,CC,N/A,N/A
7985,10/03/2021,"CVE-2021-26855, CVE-2021-26857, CVE-2021-26858, 
CVE-2021-27065 Vulnerabilities","O Public administration and defence, compulsory social security",CE,DE,N/A
7986,10/03/2021,Unknown,P Education,CC,UK,N/A
7987,10/03/2021,Malware,X Individual,CC,>1,N/A
7988,10/03/2021,Malware,Y Multiple Industries,CC,>1,N/A
7989,10/03/2021,Malware,Q Human health and social work activities,CC,US,N/A
7990,10/03/2021,Unknown,"O Public administration and defence, compulsory social security",CC,DE,N/A
7991,10/03/2021,Account Takeover,N Administrative and support service activities,CC,US,N/A
7992,10/03/2021,Unknown,G Wholesale and retail trade,CC,JP,N/A
7993,10/03/2021,Unknown,"O Public administration and defence, compulsory social security",CC,US,N/A
7994,11/03/2021,Malware,I Accommodation and food service activities,CC,US,N/A
7995,11/03/2021,"CVE-2021-26855, CVE-2021-26857, CVE-2021-26858, 
CVE-2021-27065 Vulnerabilities",Y Multiple Industries,CC,>1,N/A
7996,11/03/2021,Malware,Z Unknown,CC,N/A,N/A
7997,11/03/2021,Unknown,H Transportation and storage,CC,US,N/A
7998,11/03/2021,Malware,K Financial and insurance activities,CC,>1,N/A
7999,11/03/2021,Malware,Q Human health and social work activities,CC,US,N/A
8000,11/03/2021,Malware,"O Public administration and defence, compulsory social security",CC,US,N/A
8001,11/03/2021,Vulnerability,Q Human health and social work activities,CC,US,N/A
8002,12/03/2021,Misconfiguration,Y Multiple Industries,CC,>1,N/A
8003,12/03/2021,"CVE-2021-26855, CVE-2021-26857, CVE-2021-26858, 
CVE-2021-27065 Vulnerabilities",Y Multiple Industries,CC,>1,N/A
8004,12/03/2021,Account Takeover,X Individual,CC,>1,N/A
8005,12/03/2021,CVE-2021-21193 Vulnerability,Z Unknown,N/A,N/A,N/A
8006,12/03/2021,Unknown,S Other service activities,N/A,N/A,N/A
8007,12/03/2021,Malware,X Individual,CC,>1,N/A
8008,12/03/2021,Malware,P Education,CC,US,N/A
8009,12/03/2021,Malware,M Professional scientific and technical activities,CC,US,N/A
8010,12/03/2021,Malware,M Professional scientific and technical activities,CC,US,N/A
8011,12/03/2021,Malware,M Professional scientific and technical activities,CC,US,N/A
8012,12/03/2021,Malware,M Professional scientific and technical activities,CC,US,N/A
8013,12/03/2021,Malware,M Professional scientific and technical activities,CC,US,N/A
8014,12/03/2021,Malware,K Financial and insurance activities,CC,MX,N/A
8015,12/03/2021,Malware,K Financial and insurance activities,CC,N/A,N/A
8016,12/03/2021,Malware,C Manufacturing,CC,N/A,N/A
8017,12/03/2021,Account Takeover,K Financial and insurance activities,CC,US,N/A
8018,12/03/2021,Account Takeover,Q Human health and social work activities,CC,US,N/A
8019,13/03/2021,Unknown,K Financial and insurance activities,CC,CA,N/A
