ID,Date,Attack,Target Class,Attack Class,Alpha 2,Initial Access,Event,WCCI Rank,Country,WCI Score
7968,9/3/21,Account Takeover,H Transportation and storage,CC,CN,,,3.0,China,27.86
7969,9/3/21,Unknown,Q Human health and social work activities,CC,US,,,4.0,United States,25.01
7985,10/3/21,"CVE-2021-26855, CVE-2021-26857, CVE-2021-26858, 
CVE-2021-27065 Vulnerabilities","O Public administration and defence, compulsory social security",CE,DE,,,18.0,Germany,2.17
7989,10/3/21,Malware,Q Human health and social work activities,CC,US,,,4.0,United States,25.01
7990,10/3/21,Unknown,"O Public administration and defence, compulsory social security",CC,DE,,,18.0,Germany,2.17
7991,10/3/21,Account Takeover,N Administrative and support service activities,CC,US,,,4.0,United States,25.01
7992,10/3/21,Unknown,G Wholesale and retail trade,CC,JP,,,93.0,Japan,0.11
7993,10/3/21,Unknown,"O Public administration and defence, compulsory social security",CC,US,,,4.0,United States,25.01
7994,11/3/21,Malware,I Accommodation and food service activities,CC,US,,,4.0,United States,25.01
7997,11/3/21,Unknown,H Transportation and storage,CC,US,,,4.0,United States,25.01
7999,11/3/21,Malware,Q Human health and social work activities,CC,US,,,4.0,United States,25.01
8000,11/3/21,Malware,"O Public administration and defence, compulsory social security",CC,US,,,4.0,United States,25.01
8001,11/3/21,Vulnerability,Q Human health and social work activities,CC,US,,,4.0,United States,25.01
8008,12/3/21,Malware,P Education,CC,US,,,4.0,United States,25.01
8009,12/3/21,Malware,M Professional scientific and technical activities,CC,US,,,4.0,United States,25.01
8010,12/3/21,Malware,M Professional scientific and technical activities,CC,US,,,4.0,United States,25.01
8011,12/3/21,Malware,M Professional scientific and technical activities,CC,US,,,4.0,United States,25.01
8012,12/3/21,Malware,M Professional scientific and technical activities,CC,US,,,4.0,United States,25.01
8013,12/3/21,Malware,M Professional scientific and technical activities,CC,US,,,4.0,United States,25.01
8014,12/3/21,Malware,K Financial and insurance activities,CC,MX,,,33.0,Mexico,0.98
8017,12/3/21,Account Takeover,K Financial and insurance activities,CC,US,,,4.0,United States,25.01
8018,12/3/21,Account Takeover,Q Human health and social work activities,CC,US,,,4.0,United States,25.01
8019,13/3/21,Unknown,K Financial and insurance activities,CC,CA,,,25.0,Canada,1.34
8020,13/3/21,Unknown,K Financial and insurance activities,CC,IL,,,16.0,Israel,2.51
8021,13/3/21,Unknown,K Financial and insurance activities,CC,ZA,,,14.0,South Africa,2.58
8022,13/3/21,Malware,M Professional scientific and technical activities,CC,US,,,4.0,United States,25.01
8023,14/3/21,Unknown,V Fintech,CC,US,,,4.0,United States,25.01
8024,14/3/21,Unknown,C Manufacturing,CC,DE,,,18.0,Germany,2.17
8027,15/3/21,Malware,"O Public administration and defence, compulsory social security",CC,ES,,,66.0,Spain,0.27
8030,15/3/21,Malware,D Electricity gas steam and air conditioning supply,CC,IN,,,10.0,India,6.13
8032,15/3/21,DNS Hijacking,V Fintech,CC,JP,,,93.0,Japan,0.11
8036,16/3/21,Malware,P Education,CC,US,,,4.0,United States,25.01
8038,16/3/21,Malware,Y Multiple Industries,CC,US,,,4.0,United States,25.01
8039,16/3/21,Malware,"O Public administration and defence, compulsory social security",CC,US,,,4.0,United States,25.01
8040,16/3/21,Unknown,Q Human health and social work activities,CC,CZ,,,40.0,Czech Republic,0.59
8042,17/3/21,"CVE-2021-26855, CVE-2021-26857, CVE-2021-26858, 
CVE-2021-27065 Vulnerabilities","O Public administration and defence, compulsory social security",CE,CL,,,54.0,Chile,0.38
8043,17/3/21,Business Email Compromise,"O Public administration and defence, compulsory social security",CC,US,,,4.0,United States,25.01
8044,17/3/21,Malware,Y Multiple Industries,CC,US,,,4.0,United States,25.01
8045,17/3/21,Defacement,"O Public administration and defence, compulsory social security",CW,PL,,,17.0,Poland,2.22
8047,17/3/21,Unknown,S Other service activities,CC,US,,,4.0,United States,25.01
8053,18/3/21,Malware,X Individual,CC,US,,,4.0,United States,25.01
8056,18/3/21,Unknown,P Education,CC,AU,,,34.0,Australia,0.95
8059,18/3/21,Unknown,M Professional scientific and technical activities,CC,US,,,4.0,United States,25.01
8065,19/3/21,Unknown,M Professional scientific and technical activities,CC,US,,,4.0,United States,25.01
8066,19/3/21,Unknown,P Education,CC,US,,,4.0,United States,25.01
8067,19/3/21,Unknown,D Electricity gas steam and air conditioning supply,CC,BR,,,9.0,Brazil,8.93
8068,19/3/21,Account Takeover,Q Human health and social work activities,CC,US,,,4.0,United States,25.01
8070,20/3/21,Unknown,S Other service activities,CC,US,,,4.0,United States,25.01
8071,20/3/21,Account Takeover,"O Public administration and defence, compulsory social security",CC,US,,,4.0,United States,25.01
8072,20/3/21,Unknown,P Education,CC,US,,,4.0,United States,25.01
8076,21/3/21,Account Takeover,Q Human health and social work activities,CC,US,,,4.0,United States,25.01
8077,22/3/21,Malware,C Manufacturing,CC,US,,,4.0,United States,25.01
8078,22/3/21,Unknown,M Professional scientific and technical activities,H,IL,,,16.0,Israel,2.51
8083,22/3/21,Unknown,H Transportation and storage,CC,CZ,,,40.0,Czech Republic,0.59
8084,22/3/21,Account Takeover,M Professional scientific and technical activities,CC,US,,,4.0,United States,25.01
8085,22/3/21,Malware,P Education,CC,US,,,4.0,United States,25.01
8086,22/3/21,Malware,N Administrative and support service activities,CC,US,,,4.0,United States,25.01
8087,23/3/21,Malware,C Manufacturing,CC,CA,,,25.0,Canada,1.34
8088,23/3/21,Malware,K Financial and insurance activities,CC,US,,,4.0,United States,25.01
8089,23/3/21,Malware,M Professional scientific and technical activities,CC,US,,,4.0,United States,25.01
8091,23/3/21,Vulnerability,P Education,CC,US,,,4.0,United States,25.01
8094,23/3/21,Misconfiguration,M Professional scientific and technical activities,CC,US,,,4.0,United States,25.01
8095,23/3/21,Malware,Y Multiple Industries,CC,US,,,4.0,United States,25.01
8096,23/3/21,Malware,C Manufacturing,CC,US,,,4.0,United States,25.01
8097,23/3/21,Unknown,Q Human health and social work activities,CC,US,,,4.0,United States,25.01
8099,24/3/21,Targeted Attack,X Individual,CE,CN,,,3.0,China,27.86
8102,24/3/21,Unknown,M Professional scientific and technical activities,CC,FR,,,29.0,France,1.17
8103,24/3/21,Unknown,M Professional scientific and technical activities,CC,US,,,4.0,United States,25.01
8104,24/3/21,Unknown,Q Human health and social work activities,CC,US,,,4.0,United States,25.01
8105,24/3/21,Unknown,P Education,CC,US,,,4.0,United States,25.01
8106,24/3/21,Malware,"O Public administration and defence, compulsory social security",CC,US,,,4.0,United States,25.01
8107,24/3/21,Malware,P Education,CC,US,,,4.0,United States,25.01
8108,25/3/21,Misconfiguration,N Administrative and support service activities,CC,US,,,4.0,United States,25.01
8109,25/3/21,Unknown,N Administrative and support service activities,CC,NL,,,19.0,Netherlands,1.92
8110,25/3/21,Malware,M Professional scientific and technical activities,CC,US,,,4.0,United States,25.01
8111,25/3/21,Malware,"O Public administration and defence, compulsory social security",CC,US,,,4.0,United States,25.01
8112,25/3/21,Unknown,"O Public administration and defence, compulsory social security",CC,US,,,4.0,United States,25.01
8113,26/3/21,Targeted Attack,"O Public administration and defence, compulsory social security",CE,DE,,,18.0,Germany,2.17
8116,26/3/21,Malware,H Transportation and storage,CC,US,,,4.0,United States,25.01
8117,26/3/21,Malware,G Wholesale and retail trade,CC,US,,,4.0,United States,25.01
8118,26/3/21,Malware,C Manufacturing,CC,US,,,4.0,United States,25.01
8121,26/3/21,Unknown,M Professional scientific and technical activities,CC,US,,,4.0,United States,25.01
8123,27/3/21,Malware,P Education,CC,US,,,4.0,United States,25.01
8124,27/3/21,Malware,Q Human health and social work activities,CC,FR,,,29.0,France,1.17
8125,27/3/21,Malware,Q Human health and social work activities,CC,FR,,,29.0,France,1.17
8126,27/3/21,Unknown,I Accommodation and food service activities,CC,TR,,,28.0,Turkey,1.22
8127,27/3/21,Malware,"O Public administration and defence, compulsory social security",CC,US,,,4.0,United States,25.01
8128,28/3/21,Malware,J Information and communication,CW,AU,,,34.0,Australia,0.95
8129,29/3/21,Vulnerability,P Education,CC,US,,,4.0,United States,25.01
8130,29/3/21,Vulnerability,P Education,CC,US,,,4.0,United States,25.01
8131,29/3/21,Vulnerability,P Education,CC,US,,,4.0,United States,25.01
8132,29/3/21,Vulnerability,P Education,CC,US,,,4.0,United States,25.01
8137,30/3/21,Misconfiguration,K Financial and insurance activities,CC,IN,,,10.0,India,6.13
8138,30/3/21,Account Takeover,P Education,CC,US,,,4.0,United States,25.01
8139,30/3/21,>1,K Financial and insurance activities,CC,US,,,4.0,United States,25.01
8140,30/3/21,Unknown,P Education,CC,US,,,4.0,United States,25.01
8145,30/3/21,Unknown,Q Human health and social work activities,CC,DE,,,18.0,Germany,2.17
8148,31/3/21,Malware,G Wholesale and retail trade,CC,IT,,,35.0,Italy,0.8
8152,31/3/21,Account Takeover,X Individual,CC,US,,,4.0,United States,25.01
8153,31/3/21,Account Takeover,K Financial and insurance activities,CC,ID,,,29.0,Indonesia,1.17
8154,31/3/21,Malware,"O Public administration and defence, compulsory social security",CC,DE,,,18.0,Germany,2.17
8155,31/3/21,Unknown,M Professional scientific and technical activities,CC,FR,,,29.0,France,1.17
8156,31/3/21,Vulnerability,P Education,CC,US,,,4.0,United States,25.01
8157,31/3/21,Vulnerability,P Education,CC,US,,,4.0,United States,25.01
8158,31/3/21,Account Takeover,X Individual,CC,FR,,,29.0,France,1.17
8159,31/3/21,Credential stuffing,G Wholesale and retail trade,CC,US,,,4.0,United States,25.01
8160,1/4/21,Malware,M Professional scientific and technical activities,CC,FR,,,29.0,France,1.17
8161,1/4/21,Unknown,R Arts entertainment and recreation,CC,US,,,4.0,United States,25.01
8162,1/4/21,Malware,"O Public administration and defence, compulsory social security",CC,IT,,,35.0,Italy,0.8
8163,1/4/21,Malware,"O Public administration and defence, compulsory social security",CC,IT,,,35.0,Italy,0.8
8164,1/4/21,Malware,N Administrative and support service activities,CC,US,,,4.0,United States,25.01
8165,1/4/21,Malware,P Education,CC,US,,,4.0,United States,25.01
8167,2/4/21,Malware,C Manufacturing,CC,FR,,,29.0,France,1.17
8169,2/4/21,Malicious Spam,Q Human health and social work activities,CC,US,,,4.0,United States,25.01
8170,2/4/21,Account Takeover,K Financial and insurance activities,CC,US,,,4.0,United States,25.01
8171,2/4/21,Account Takeover,N Administrative and support service activities,CC,US,,,4.0,United States,25.01
8172,2/4/21,Malware,Q Human health and social work activities,CC,US,,,4.0,United States,25.01
8173,2/4/21,Malware,G Wholesale and retail trade,CC,CA,,,25.0,Canada,1.34
8174,2/4/21,Malware,N Administrative and support service activities,CC,RO,,,6.0,Romania,14.83
8175,2/4/21,Vulnerability,P Education,CC,US,,,4.0,United States,25.01
8176,3/4/21,Malware,M Professional scientific and technical activities,CC,US,,,4.0,United States,25.01
8178,4/4/21,Malware,Q Human health and social work activities,CC,US,,,4.0,United States,25.01
8179,4/4/21,Malware,Q Human health and social work activities,CC,US,,,4.0,United States,25.01
8181,5/4/21,Targeted Attack,Y Multiple Industries,CE,VN,,,22.0,Vietnam,1.59
8183,5/4/21,Account Takeover,N Administrative and support service activities,CC,US,,,4.0,United States,25.01
8184,5/4/21,Vulnerability,Q Human health and social work activities,CC,US,,,4.0,United States,25.01
8185,5/4/21,Account Takeover,Q Human health and social work activities,CC,US,,,4.0,United States,25.01
8187,6/4/21,Unknown,K Financial and insurance activities,CC,US,,,4.0,United States,25.01
8190,6/4/21,Malware,X Individual,CC,DE,,,18.0,Germany,2.17
8191,6/4/21,Fake Social Networks Accounts,"O Public administration and defence, compulsory social security",CW,IR,,,11.0,Iran,4.78
8192,6/4/21,Malware,Y Multiple Industries,CC,BR,,,9.0,Brazil,8.93
8196,6/4/21,Targeted Attack,"O Public administration and defence, compulsory social security",CE,GE,,,66.0,Georgia,0.27
8197,6/4/21,Malware,M Professional scientific and technical activities,CC,US,,,4.0,United States,25.01
8198,6/4/21,Unknown,"O Public administration and defence, compulsory social security",CC,US,,,4.0,United States,25.01
8199,6/4/21,Vulnerability,Q Human health and social work activities,CC,US,,,4.0,United States,25.01
8204,7/4/21,Malware,K Financial and insurance activities,CC,KR,,,36.0,South Korea,0.79
8207,7/4/21,Malware,"O Public administration and defence, compulsory social security",CC,CZ,,,40.0,Czech Republic,0.59
8209,7/4/21,Unknown,J Information and communication,CC,US,,,4.0,United States,25.01
8210,7/4/21,Malware,P Education,CC,US,,,4.0,United States,25.01
8211,7/4/21,Unknown,"O Public administration and defence, compulsory social security",CC,FR,,,29.0,France,1.17
8212,8/4/21,Targeted Attack,H Transportation and storage,CC,ZA,,,14.0,South Africa,2.58
8216,8/4/21,Unknown,Q Human health and social work activities,,US,,,4.0,United States,25.01
8217,8/4/21,Malicious Script Injection,N Administrative and support service activities,CC,US,,,4.0,United States,25.01
8218,8/4/21,Malware,P Education,CC,US,,,4.0,United States,25.01
8219,8/4/21,Malware,M Professional scientific and technical activities,CC,IT,,,35.0,Italy,0.8
8221,8/4/21,Malware,X Individual,CC,IN,,,10.0,India,6.13
8222,8/4/21,Malware,Q Human health and social work activities,CC,FR,,,29.0,France,1.17
8223,8/4/21,Malware,"O Public administration and defence, compulsory social security",CC,US,,,4.0,United States,25.01
8224,8/4/21,Account Takeover,Q Human health and social work activities,CC,US,,,4.0,United States,25.01
8226,9/4/21,Malware,X Individual,CC,US,,,4.0,United States,25.01
8227,9/4/21,Vulnerability,K Financial and insurance activities,CC,US,,,4.0,United States,25.01
8229,9/4/21,Malware,"O Public administration and defence, compulsory social security",CC,FR,,,29.0,France,1.17
8230,9/4/21,Malware,"O Public administration and defence, compulsory social security",CC,FR,,,29.0,France,1.17
8231,9/4/21,Vulnerability,"O Public administration and defence, compulsory social security",CC,CA,,,25.0,Canada,1.34
8233,9/4/21,Malware,L Real estate activities,CC,IN,,,10.0,India,6.13
8234,9/4/21,Malware,P Education,CC,CH,,,41.0,Switzerland,0.55
8235,9/4/21,Malware,S Other service activities,CC,US,,,4.0,United States,25.01
8237,11/4/21,Misconfiguration,K Financial and insurance activities,CC,IN,,,10.0,India,6.13
8238,11/4/21,Malware,"O Public administration and defence, compulsory social security",CC,FR,,,29.0,France,1.17
8239,11/4/21,Malware,Q Human health and social work activities,CC,IT,,,35.0,Italy,0.8
8240,11/4/21,Malware,G Wholesale and retail trade,CC,IT,,,35.0,Italy,0.8
8241,11/4/21,Malware,P Education,CC,US,,,4.0,United States,25.01
8242,12/4/21,Malware,H Transportation and storage,CC,NL,,,19.0,Netherlands,1.92
8243,12/4/21,Vulnerability,N Administrative and support service activities,CC,US,,,4.0,United States,25.01
8244,12/4/21,Fake Social Nettworks Accounts,X Individual,CW,IL,,,16.0,Israel,2.51
8245,12/4/21,Unknown,C Manufacturing,CC,FR,,,29.0,France,1.17
8246,12/4/21,Malware,"O Public administration and defence, compulsory social security",CC,IT,,,35.0,Italy,0.8
8252,13/4/21,Cloud Misconfiguration,M Professional scientific and technical activities,CC,US,,,4.0,United States,25.01
8254,13/4/21,Malware,R Arts entertainment and recreation,CC,AU,,,34.0,Australia,0.95
8255,13/4/21,Unknown,M Professional scientific and technical activities,CC,FR,,,29.0,France,1.17
8257,13/4/21,Malware,"O Public administration and defence, compulsory social security",CC,BE,,,76.0,Belgium,0.18
8258,13/4/21,Account Takeover,Q Human health and social work activities,CC,US,,,4.0,United States,25.01
8262,14/4/21,Unknown,P Education,CC,US,,,4.0,United States,25.01
8263,14/4/21,Unknown,P Education,CC,US,,,4.0,United States,25.01
8264,14/4/21,Unknown,M Professional scientific and technical activities,CC,IN,,,10.0,India,6.13
8265,14/4/21,Malware,C Manufacturing,CC,IT,,,35.0,Italy,0.8
8266,14/4/21,Malware,C Manufacturing,CC,CH,,,41.0,Switzerland,0.55
8267,14/4/21,Malware,N Administrative and support service activities,CC,CZ,,,40.0,Czech Republic,0.59
8273,15/4/21,"CVE-2018-13379, CVE-2019-9670, CVE-2019-11510, CVE-2019-19781, CVE-2020-4006",Y Multiple Industries,CE,US,,,4.0,United States,25.01
8275,15/4/21,Malware,R Arts entertainment and recreation,CC,US,,,4.0,United States,25.01
8277,15/4/21,Unknown,M Professional scientific and technical activities,CC,FR,,,29.0,France,1.17
8278,15/4/21,Malware,"O Public administration and defence, compulsory social security",CC,IT,,,35.0,Italy,0.8
8279,16/4/21,Malware,G Wholesale and retail trade,CC,ES,,,66.0,Spain,0.27
8280,16/4/21,Unknown,Q Human health and social work activities,CC,US,,,4.0,United States,25.01
8284,17/4/21,Malware,Z Unknown,CC,FR,,,29.0,France,1.17
8286,18/4/21,Unknown,I Accommodation and food service activities,CC,IN,,,10.0,India,6.13
8287,18/4/21,Malware,"O Public administration and defence, compulsory social security",CC,BR,,,9.0,Brazil,8.93
8292,19/4/21,Targeted Attack,Y Multiple Industries,CE,KR,,,36.0,South Korea,0.79
8294,19/4/21,Vulnerability,X Individual,CC,CN,,,3.0,China,27.86
8296,19/4/21,Unknown,L Real estate activities,CC,US,,,4.0,United States,25.01
8297,19/4/21,Malware,P Education,CC,ES,,,66.0,Spain,0.27
8298,19/4/21,Malware,"O Public administration and defence, compulsory social security",CC,DE,,,18.0,Germany,2.17
8299,19/4/21,Malware,S Other service activities,CC,MA,,,48.0,Morocco,0.45
8300,20/4/21,CVE-2021-22893 Vulnerability,Y Multiple Industries,CE,US,,,4.0,United States,25.01
8303,20/4/21,Targeted Attack,Y Multiple Industries,CE,JP,,,93.0,Japan,0.11
8308,20/4/21,Unknown,N Administrative and support service activities,CC,FR,,,29.0,France,1.17
8309,21/4/21,Malware,C Manufacturing,CC,US,,,4.0,United States,25.01
8315,21/4/21,Account Takeover,X Individual,CC,US,,,4.0,United States,25.01
8316,21/4/21,Account Takeover,Z Unknown,CC,US,,,4.0,United States,25.01
8319,22/4/21,Malware,M Professional scientific and technical activities,CE,AU,,,34.0,Australia,0.95
8323,22/4/21,Malware,M Professional scientific and technical activities,CC,US,,,4.0,United States,25.01
8324,22/4/21,Malware,M Professional scientific and technical activities,CC,US,,,4.0,United States,25.01
8325,22/4/21,CVE-2020-10148 and Pulse Secure VPN Vulnerability,Y Multiple Industries,CE,US,,,4.0,United States,25.01
8326,22/4/21,Unknown,H Transportation and storage,CC,US,,,4.0,United States,25.01
8327,22/4/21,Unknown,G Wholesale and retail trade,CC,CA,,,25.0,Canada,1.34
8330,23/4/21,Malware,"O Public administration and defence, compulsory social security",CC,ES,,,66.0,Spain,0.27
8331,23/4/21,Malware,J Information and communication,CC,DE,,,18.0,Germany,2.17
8332,23/4/21,Unknown,M Professional scientific and technical activities,CC,NL,,,19.0,Netherlands,1.92
8335,24/4/21,Unknown,I Accommodation and food service activities,CC,FR,,,29.0,France,1.17
8336,25/4/21,Malicious Spam,Q Human health and social work activities,CC,US,,,4.0,United States,25.01
8337,25/4/21,CVE-2020-5639 and CVE-2021-20655 vulnerabilities,Y Multiple Industries,CE,JP,,,93.0,Japan,0.11
8338,25/4/21,Malware,"O Public administration and defence, compulsory social security",CC,IT,,,35.0,Italy,0.8
8339,25/4/21,Malware,"O Public administration and defence, compulsory social security",CC,ES,,,66.0,Spain,0.27
8341,26/4/21,Malware,"O Public administration and defence, compulsory social security",CC,US,,,4.0,United States,25.01
8343,26/4/21,Account Takeover,X Individual,CC,CA,,,25.0,Canada,1.34
8344,26/4/21,Malware,P Education,CC,US,,,4.0,United States,25.01
8345,26/4/21,Unknown,M Professional scientific and technical activities,CC,SE,,,71.0,Sweden,0.21
8346,26/4/21,Malware,M Professional scientific and technical activities,CC,IT,,,35.0,Italy,0.8
8347,26/4/21,Malware,P Education,CC,US,,,4.0,United States,25.01
8348,26/4/21,Unknown,K Financial and insurance activities,CC,JP,,,93.0,Japan,0.11
8349,26/4/21,Malware,M Professional scientific and technical activities,CC,IT,,,35.0,Italy,0.8
8351,26/4/21,Unknown,G Wholesale and retail trade,CC,DE,,,18.0,Germany,2.17
8353,26/4/21,Unknown,Z Unknown,CC,US,,,4.0,United States,25.01
8354,26/4/21,Malware,"O Public administration and defence, compulsory social security",CC,US,,,4.0,United States,25.01
8355,27/4/21,Malware,Q Human health and social work activities,CC,AU,,,34.0,Australia,0.95
8356,27/4/21,Account Takeover,K Financial and insurance activities,CC,US,,,4.0,United States,25.01
8357,27/4/21,Malware,K Financial and insurance activities,CC,IT,,,35.0,Italy,0.8
8359,27/4/21,Malware,"O Public administration and defence, compulsory social security",CC,FR,,,29.0,France,1.17
8361,27/4/21,Account Takeover,Z Unknown,CC,US,,,4.0,United States,25.01
8362,28/4/21,Misconfiguration,M Professional scientific and technical activities,CC,US,,,4.0,United States,25.01
8366,28/4/21,Malware,R Arts entertainment and recreation,CC,CA,,,25.0,Canada,1.34
8367,28/4/21,Malware,"O Public administration and defence, compulsory social security",CC,BR,,,9.0,Brazil,8.93
8368,28/4/21,Unknown,K Financial and insurance activities,CC,US,,,4.0,United States,25.01
8373,28/4/21,Malware,M Professional scientific and technical activities,CC,TR,,,28.0,Turkey,1.22
8374,28/4/21,Malware,Q Human health and social work activities,CC,FR,,,29.0,France,1.17
8375,28/4/21,Unknown,S Other service activities,CC,FR,,,29.0,France,1.17
8376,28/4/21,Malware,Q Human health and social work activities,CC,US,,,4.0,United States,25.01
8377,28/4/21,Account Takeover,"O Public administration and defence, compulsory social security",CC,US,,,4.0,United States,25.01
8378,28/4/21,Account Takeover,X Individual,CC,US,,,4.0,United States,25.01
8382,29/4/21,Malware,"O Public administration and defence, compulsory social security",CC,US,,,4.0,United States,25.01
8385,29/4/21,Malware,"O Public administration and defence, compulsory social security",CC,US,,,4.0,United States,25.01
8386,29/4/21,Unknown,K Financial and insurance activities,CC,US,,,4.0,United States,25.01
8387,29/4/21,Unknown,Q Human health and social work activities,CC,US,,,4.0,United States,25.01
8388,29/4/21,Malicious Script Injection,I Accommodation and food service activities,CC,CN,,,3.0,China,27.86
8389,29/4/21,Malicious Script Injection,I Accommodation and food service activities,CC,US,,,4.0,United States,25.01
8390,29/4/21,Malicious Script Injection,I Accommodation and food service activities,CC,US,,,4.0,United States,25.01
8391,29/4/21,Malicious Script Injection,I Accommodation and food service activities,CC,US,,,4.0,United States,25.01
8392,29/4/21,Malicious Script Injection,I Accommodation and food service activities,CC,US,,,4.0,United States,25.01
8394,30/4/21,Targeted Attack,Q Human health and social work activities,CC,RU,,,1.0,Russia,58.39
8395,30/4/21,Vulnerability,"O Public administration and defence, compulsory social security",CC,CA,,,25.0,Canada,1.34
8396,30/4/21,Unknown,R Arts entertainment and recreation,CC,ZA,,,14.0,South Africa,2.58
8397,30/4/21,Unknown,V Fintech,CC,EE,,,23.0,Estonia,1.59
8398,30/4/21,Malware,M Professional scientific and technical activities,CC,CH,,,41.0,Switzerland,0.55
8399,30/4/21,Unknown,N Administrative and support service activities,CC,FR,,,29.0,France,1.17
8400,30/4/21,Malware,P Education,CC,DE,,,18.0,Germany,2.17
8401,30/4/21,Account Takeover,Q Human health and social work activities,CC,US,,,4.0,United States,25.01
8402,30/4/21,Unknown,G Wholesale and retail trade,CC,US,,,4.0,United States,25.01
8403,30/4/21,Malware,Q Human health and social work activities,CC,US,,,4.0,United States,25.01
8404,1/5/21,Malware,Q Human health and social work activities,CC,US,,,4.0,United States,25.01
8405,1/5/21,Unknown,"O Public administration and defence, compulsory social security",CC,US,,,4.0,United States,25.01
8406,2/5/21,Malware,G Wholesale and retail trade,CW,IL,,,16.0,Israel,2.51
8407,2/5/21,Malware,H Transportation and storage,CW,IL,,,16.0,Israel,2.51
8408,2/5/21,Malware,Y Multiple Industries,CW,IL,,,16.0,Israel,2.51
8411,3/5/21,Account Takeover,X Individual,CC,US,,,4.0,United States,25.01
8413,3/5/21,Malware,"O Public administration and defence, compulsory social security",CC,US,,,4.0,United States,25.01
8414,3/5/21,Malware,Q Human health and social work activities,CC,US,,,4.0,United States,25.01
8415,3/5/21,Defacement,N Administrative and support service activities,CC,CA,,,25.0,Canada,1.34
8417,4/5/21,DDoS,"O Public administration and defence, compulsory social security",CW,BE,,,76.0,Belgium,0.18
8419,4/5/21,Malware,K Financial and insurance activities,CC,BR,,,9.0,Brazil,8.93
8421,4/5/21,Unknown,G Wholesale and retail trade,CC,ES,,,66.0,Spain,0.27
8422,4/5/21,Unknown,M Professional scientific and technical activities,CC,US,,,4.0,United States,25.01
8424,4/5/21,Malware,J Information and communication,CC,AU,,,34.0,Australia,0.95
8426,4/5/21,Account Takeover,G Wholesale and retail trade,CC,US,,,4.0,United States,25.01
8427,4/5/21,Unknown,Q Human health and social work activities,CC,US,,,4.0,United States,25.01
8428,4/5/21,Malware,H Transportation and storage,CC,CA,,,25.0,Canada,1.34
8429,5/5/21,Malware,N Administrative and support service activities,CC,US,,,4.0,United States,25.01
8431,5/5/21,Malware,M Professional scientific and technical activities,CC,FR,,,29.0,France,1.17
8432,5/5/21,Malware,S Other service activities,CC,AU,,,34.0,Australia,0.95
8436,6/5/21,Unknown,N Administrative and support service activities,CC,US,,,4.0,United States,25.01
8437,6/5/21,Unknown,"O Public administration and defence, compulsory social security",CC,RO,,,6.0,Romania,14.83
8438,6/5/21,Account Takeover,C Manufacturing,CC,US,,,4.0,United States,25.01
8441,7/5/21,Malware,H Transportation and storage,CC,US,,,4.0,United States,25.01
8442,7/5/21,Malware,M Professional scientific and technical activities,CC,US,,,4.0,United States,25.01
8443,7/5/21,Malware,U Activities of extraterritorial organizations and bodies,CC,US,,,4.0,United States,25.01
8444,7/5/21,Malware,U Activities of extraterritorial organizations and bodies,CC,US,,,4.0,United States,25.01
8445,7/5/21,Malware,U Activities of extraterritorial organizations and bodies,CC,US,,,4.0,United States,25.01
8447,7/5/21,Unknown,"O Public administration and defence, compulsory social security",CC,US,,,4.0,United States,25.01
8448,7/5/21,Account Takeover,"O Public administration and defence, compulsory social security",CC,US,,,4.0,United States,25.01
8449,7/5/21,Malware,D Electricity gas steam and air conditioning supply,CC,FR,,,29.0,France,1.17
8450,7/5/21,Account Takeover,P Education,CC,US,,,4.0,United States,25.01
8451,7/5/21,Malware,Q Human health and social work activities,CC,US,,,4.0,United States,25.01
8453,8/5/21,Malware,D Electricity gas steam and air conditioning supply,CC,US,,,4.0,United States,25.01
8455,8/5/21,Malware,P Education,CC,US,,,4.0,United States,25.01
8456,8/5/21,Vulnerability,K Financial and insurance activities,CC,US,,,4.0,United States,25.01
8457,8/5/21,Vulnerability,K Financial and insurance activities,CC,US,,,4.0,United States,25.01
8458,8/5/21,Malware,"O Public administration and defence, compulsory social security",CC,ES,,,66.0,Spain,0.27
8459,8/5/21,Unknown,C Manufacturing,CC,FR,,,29.0,France,1.17
8461,9/5/21,Unknown,P Education,CC,US,,,4.0,United States,25.01
8462,10/5/21,Malware,"O Public administration and defence, compulsory social security",CC,US,,,4.0,United States,25.01
8464,10/5/21,Malware,C Manufacturing,CC,JP,,,93.0,Japan,0.11
8466,10/5/21,Unknown,"O Public administration and defence, compulsory social security",CC,TR,,,28.0,Turkey,1.22
8467,10/5/21,Unknown,N Administrative and support service activities,CC,US,,,4.0,United States,25.01
8468,10/5/21,Malware,I Accommodation and food service activities,CC,DE,,,18.0,Germany,2.17
8469,10/5/21,Malware,"O Public administration and defence, compulsory social security",CC,US,,,4.0,United States,25.01
8473,11/5/21,Misconfiguration,N Administrative and support service activities,CC,US,,,4.0,United States,25.01
8475,11/5/21,Unknown,J Information and communication,CC,DE,,,18.0,Germany,2.17
8478,12/5/21,Malware,K Financial and insurance activities,CC,US,,,4.0,United States,25.01
8479,13/5/21,Malware,M Professional scientific and technical activities,CC,DE,,,18.0,Germany,2.17
8482,13/5/21,Targeted Attack,"O Public administration and defence, compulsory social security",CE,IN,,,10.0,India,6.13
8485,13/5/21,Malware,J Information and communication,CC,BR,,,9.0,Brazil,8.93
8486,13/5/21,Malware,"O Public administration and defence, compulsory social security",CC,US,,,4.0,United States,25.01
